system:index,B1,B2,B3,B4,B5,B6,B7,Class,.geo
1_61_0,0.14235292,0.12262854,0.106304444,0.1021852,0.19341399,0.14569049,0.10953587,1.0,
1_62_0,0.24112327,0.24653134,0.25220162,0.2688629,0.28790626,0.2703629,0.19982702,1.0,
1_63_0,0.21550022,0.21062171,0.2077331,0.2256767,0.24473165,0.23046555,0.19284399,1.0,
1_64_0,0.15771386,0.13910797,0.12180349,0.12440702,0.1527586,0.14329767,0.12168626,1.0,
1_65_0,0.15103413,0.13188368,0.113972805,0.10923341,0.16533607,0.13095799,0.10352951,1.0,
1_66_0,0.15571362,0.1377341,0.12193444,0.118440285,0.18284704,0.14879702,0.11675871,1.0,
1_67_0,0.15632212,0.13904877,0.1258526,0.12659074,0.19351739,0.15853754,0.12301686,1.0,
1_68_0,0.23427635,0.2303575,0.22390325,0.2363563,0.24955283,0.30319488,0.2274415,1.0,
1_69_0,0.15302703,0.13414115,0.11770801,0.11919285,0.19091734,0.17295699,0.14004649,1.0,
1_70_0,0.14217924,0.122037366,0.10613145,0.10260987,0.1849759,0.14259875,0.10672131,1.0,
1_71_0,0.22785768,0.2243492,0.22284375,0.23948158,0.26255485,0.22795515,0.16610569,1.0,
1_72_0,0.1605291,0.14445849,0.13310006,0.13414814,0.1853451,0.16294809,0.13495296,1.0,
1_73_0,0.15849255,0.14186876,0.12810388,0.1264196,0.21183802,0.17676742,0.14092785,1.0,
1_74_0,0.159162,0.14259638,0.12787196,0.12985751,0.15397501,0.15213977,0.13384855,1.0,
1_75_0,0.15908386,0.14260487,0.12931746,0.12974787,0.2072025,0.16629913,0.12738535,1.0,
1_76_0,0.16041125,0.14351653,0.12855408,0.12921621,0.17275049,0.15048726,0.123703055,1.0,
1_77_0,0.18251212,0.16898182,0.15376835,0.15725383,0.17192765,0.18409833,0.16807781,1.0,
1_78_0,0.24138373,0.21571606,0.20709658,0.2133944,0.22763914,0.23084933,0.18203135,1.0,
1_79_0,0.19261171,0.18285522,0.17148395,0.17622653,0.20658645,0.19098657,0.1450342,1.0,
1_80_0,0.2518236,0.24902467,0.24595489,0.26445574,0.28886724,0.29749912,0.16764732,1.0,
1_81_0,0.14093813,0.118364714,0.10117544,0.09189993,0.19201456,0.133993,0.09209175,1.0,
1_82_0,0.16114448,0.14444847,0.12954552,0.1321617,0.1780639,0.16811977,0.14209253,1.0,
1_83_0,0.17604558,0.16226344,0.15281905,0.15189496,0.21363614,0.1907596,0.16347985,1.0,
1_84_0,0.18083747,0.16859235,0.15930381,0.16333285,0.19911176,0.17676677,0.14643875,1.0,
1_85_0,0.1575235,0.14080162,0.12410215,0.12273715,0.14632384,0.13638775,0.11599568,1.0,
1_86_0,0.16091916,0.14581373,0.13198563,0.13400468,0.16576144,0.16811903,0.14013746,1.0,
1_87_0,0.16557404,0.14998257,0.13680767,0.13805571,0.20361038,0.17965879,0.14529718,1.0,
1_88_0,0.1658035,0.15107489,0.13523291,0.13073976,0.19993113,0.15738933,0.12300672,1.0,
1_89_0,0.16116838,0.14478564,0.12851575,0.12918885,0.18048866,0.16530305,0.13653056,1.0,
1_90_0,0.16612144,0.15078661,0.13779767,0.1378221,0.18557563,0.14374599,0.11386368,1.0,
1_91_0,0.1574442,0.13990827,0.12590268,0.12528418,0.19750977,0.16884138,0.13371721,1.0,
1_92_0,0.172735,0.15795104,0.1423916,0.14138544,0.16561241,0.14351231,0.11936416,1.0,
1_93_0,0.1651163,0.14935139,0.13743949,0.14213964,0.1695156,0.15629616,0.13637403,1.0,
1_94_0,0.15528025,0.13772875,0.12379697,0.12396334,0.17380862,0.14762627,0.11990232,1.0,
1_95_0,0.18697794,0.17427462,0.16312648,0.16561243,0.17591392,0.16525975,0.12826413,1.0,
1_96_0,0.16116495,0.14468054,0.130596,0.13042043,0.20595887,0.17015575,0.13064095,1.0,
1_97_0,0.14512183,0.12525405,0.10590668,0.09881344,0.15369788,0.12228164,0.09692233,1.0,
1_98_0,0.18088476,0.16799974,0.15628709,0.16080551,0.16722472,0.17319874,0.15097098,1.0,
1_99_0,0.1719349,0.15693972,0.14245372,0.14434905,0.17506267,0.154875,0.1303021,1.0,
1_100_0,0.16568998,0.15127507,0.13392624,0.13516733,0.15196413,0.1476398,0.1292282,1.0,
1_101_0,0.1565947,0.14016306,0.12679937,0.12624872,0.19036298,0.16924714,0.13369767,1.0,
1_102_0,0.15059133,0.13268156,0.12022631,0.120006025,0.19341902,0.15284176,0.1178384,1.0,
1_103_0,0.15261908,0.13439924,0.121166125,0.11453464,0.20659979,0.16072765,0.12474996,1.0,
1_104_0,0.15906022,0.14191826,0.1250873,0.12060044,0.19882394,0.16161013,0.12399869,1.0,
1_105_0,0.1792201,0.16815095,0.16802323,0.18068849,0.22209248,0.22521567,0.18884015,1.0,
1_106_0,0.15606701,0.13888475,0.12357369,0.120944105,0.21289125,0.16701896,0.12358678,1.0,
1_107_0,0.15080696,0.13193205,0.11932054,0.11882828,0.18584204,0.15529889,0.12249659,1.0,
1_108_0,0.17807107,0.1626375,0.1445985,0.14682488,0.16195863,0.15480596,0.14195444,1.0,
1_109_0,0.16554156,0.15033373,0.14264596,0.14167087,0.22201063,0.1958327,0.16549914,1.0,
1_110_0,0.15249132,0.13264276,0.11187889,0.10461668,0.18476316,0.14705266,0.11364279,1.0,
1_111_0,0.17526951,0.16119084,0.14719482,0.15062483,0.18383348,0.17153184,0.14499499,1.0,
1_112_0,0.1684211,0.15267612,0.13455297,0.13235398,0.15708815,0.148866,0.130611,1.0,
1_113_0,0.15299982,0.13479422,0.11771408,0.11589737,0.14532536,0.1306543,0.110300794,1.0,
1_114_0,0.17065962,0.15641987,0.1479927,0.14958629,0.2491821,0.19646089,0.144652,1.0,
1_115_0,0.16086015,0.14519499,0.12971963,0.12946029,0.16273823,0.15355358,0.12792088,1.0,
1_116_0,0.1534355,0.13459012,0.12103866,0.12086861,0.21124518,0.17158286,0.13155663,1.0,
1_117_0,0.21357077,0.20419535,0.19197428,0.19874586,0.21407083,0.21237783,0.17697927,1.0,
1_118_0,0.14535806,0.12729345,0.11645975,0.11781739,0.2277518,0.20055114,0.14432521,1.0,
1_119_0,0.16475163,0.14835517,0.12798475,0.12664722,0.14121825,0.14226405,0.12571456,1.0,
1_120_0,0.15550517,0.13823122,0.12707911,0.12707074,0.21310998,0.17698881,0.13733482,1.0,
1_121_0,0.16638838,0.15218519,0.13948932,0.14156513,0.17322147,0.17434052,0.15039435,1.0,
1_122_0,0.17638105,0.16448724,0.16082759,0.1617779,0.25576505,0.2403599,0.18313777,1.0,
1_123_0,0.20449035,0.19671938,0.18589973,0.19313507,0.20685422,0.1837996,0.1556397,1.0,
1_124_0,0.18776478,0.17833191,0.17447186,0.18004341,0.24556229,0.2045053,0.1545312,1.0,
1_125_0,0.15909036,0.14171392,0.12660077,0.12578341,0.19338226,0.16936818,0.14006314,1.0,
1_126_0,0.15975353,0.14403081,0.12911718,0.13016185,0.17669924,0.1636765,0.13532409,1.0,
1_127_0,0.25033543,0.24950783,0.24616984,0.26173106,0.27503043,0.334987,0.31043106,1.0,
1_128_0,0.19686896,0.18511969,0.17761464,0.18094566,0.19138733,0.19324115,0.15409622,1.0,
1_129_0,0.14602599,0.12419018,0.09734474,0.08940857,0.09684862,0.086116135,0.07399635,1.0,
1_130_0,0.19420916,0.18254012,0.17160128,0.17774284,0.19558166,0.2415719,0.2005471,1.0,
1_131_0,0.1536172,0.13768414,0.1297571,0.13383351,0.2373627,0.2025464,0.15934667,1.0,
1_132_0,0.1590063,0.14264978,0.13507606,0.13438767,0.22396652,0.1692438,0.13132042,1.0,
1_133_0,0.14531064,0.12841584,0.12312007,0.10205688,0.25160652,0.2077682,0.14592326,1.0,
1_134_0,0.16150622,0.14611407,0.13066319,0.13208115,0.17761001,0.16387007,0.13464318,1.0,
1_135_0,0.15498301,0.13669284,0.12084291,0.11567654,0.19442233,0.15232779,0.12073727,1.0,
1_136_0,0.16569102,0.15075216,0.13948508,0.14239202,0.19013493,0.16718562,0.14006121,1.0,
1_137_0,0.29150736,0.2751529,0.27029097,0.30415946,0.35298744,0.29385152,0.22142482,1.0,
1_138_0,0.18141754,0.16753092,0.15453243,0.15771386,0.20466846,0.18079689,0.15013579,1.0,
1_139_0,0.15875334,0.14143111,0.12454275,0.122756526,0.18423238,0.16351283,0.13448468,1.0,
1_140_0,0.15618807,0.13916808,0.123849265,0.122151524,0.21011642,0.1617552,0.120759375,1.0,
1_141_0,0.2028077,0.19454683,0.18740265,0.20143075,0.24647078,0.27160937,0.21300098,1.0,
1_142_0,0.16327749,0.14707448,0.13108557,0.13086177,0.16215952,0.14675438,0.1257117,1.0,
1_143_0,0.16744177,0.15174213,0.1375241,0.13956022,0.15281145,0.15909533,0.14228375,1.0,
1_144_0,0.15291278,0.13661952,0.12831451,0.13316265,0.22100165,0.18522802,0.1392218,1.0,
1_145_0,0.14495003,0.12528753,0.115363434,0.105733186,0.26193935,0.17250137,0.11694312,1.0,
1_146_0,0.15575734,0.13827579,0.12194187,0.1199672,0.16441916,0.14887692,0.12374993,1.0,
1_147_0,0.16819417,0.15234694,0.14061426,0.14114194,0.21493103,0.18035127,0.14464007,1.0,
1_148_0,0.15067576,0.13201001,0.115778714,0.11234301,0.16308644,0.13900219,0.11212381,1.0,
1_149_0,0.16117766,0.1457925,0.13193223,0.1318155,0.18983002,0.17854583,0.14473131,1.0,
1_150_0,0.16131425,0.1451677,0.13418919,0.13421258,0.21311823,0.17237997,0.13526967,1.0,
1_151_0,0.15370226,0.13643155,0.122401826,0.12205511,0.17614776,0.14403553,0.119038485,1.0,
1_152_0,0.20797409,0.1998494,0.18943793,0.1956044,0.20744038,0.19394611,0.1660803,1.0,
1_153_0,0.16029167,0.14316449,0.12911873,0.12899172,0.20988072,0.16999537,0.12819833,1.0,
1_154_0,0.2278407,0.22262985,0.21526271,0.2270664,0.24751681,0.23645194,0.17994623,1.0,
1_155_0,0.1524329,0.13364936,0.116810605,0.11487115,0.15226854,0.13668685,0.11448246,1.0,
1_156_0,0.238526,0.23966388,0.24359533,0.26318002,0.32319596,0.3097256,0.20715187,1.0,
1_157_0,0.17778504,0.1659176,0.15528257,0.16130115,0.17731124,0.18175372,0.15828124,1.0,
1_158_0,0.15996245,0.1407181,0.1163297,0.10979031,0.12256841,0.104953304,0.08581845,1.0,
1_159_0,0.18813235,0.1782468,0.17591918,0.19459094,0.24759169,0.24871737,0.19250166,1.0,
1_160_0,0.16335349,0.14717141,0.13471031,0.1363198,0.1989571,0.16826496,0.13414961,1.0,
1_161_0,0.1895371,0.17793323,0.16664664,0.17212132,0.20011541,0.17296883,0.13765018,1.0,
1_162_0,0.17369168,0.16257618,0.1587405,0.1683184,0.23023237,0.2418211,0.20805284,1.0,
1_163_0,0.17018588,0.15615776,0.14738107,0.14883247,0.21242738,0.18327983,0.14842327,1.0,
1_164_0,0.16204432,0.14628094,0.133739,0.13566464,0.18644938,0.1690575,0.14010559,1.0,
1_165_0,0.16178231,0.14573295,0.13252886,0.13480017,0.2001079,0.17030646,0.13583758,1.0,
1_166_0,0.15711525,0.13916273,0.12359562,0.121668845,0.17318927,0.15123716,0.12444674,1.0,
1_167_0,0.15539579,0.13790552,0.120918214,0.11688106,0.17921573,0.1436668,0.115416355,1.0,
1_168_0,0.15690668,0.1402754,0.12585449,0.1282764,0.16834217,0.15185305,0.12780756,1.0,
1_169_0,0.18436253,0.17328604,0.15993807,0.16405773,0.208907,0.18277232,0.12532866,1.0,
1_170_0,0.15466985,0.13609685,0.120662,0.11647225,0.18873076,0.14604372,0.11385581,1.0,
1_171_0,0.17115866,0.15818803,0.14869635,0.15523839,0.20316353,0.1897908,0.15553267,1.0,
1_172_0,0.15189117,0.1342066,0.12011601,0.120383546,0.1888843,0.15572862,0.12470589,1.0,
1_173_0,0.16443561,0.14812632,0.13304621,0.13141595,0.19853194,0.16906492,0.13273796,1.0,
1_174_0,0.16344947,0.14753503,0.1367476,0.1359278,0.20653497,0.17840372,0.14200844,1.0,
1_175_0,0.17108282,0.15605508,0.13909605,0.14125471,0.15663706,0.15989146,0.14417401,1.0,
1_176_0,0.15363021,0.13612342,0.12577818,0.12066343,0.25103813,0.18024704,0.12633249,1.0,
1_177_0,0.14820683,0.12849128,0.11417093,0.10918565,0.20209542,0.15237042,0.11426476,1.0,
1_178_0,0.15665284,0.13908859,0.12438694,0.1184548,0.19899693,0.15604119,0.12480943,1.0,
1_179_0,0.15719667,0.13896158,0.12044597,0.11711538,0.15779376,0.14019004,0.11115499,1.0,
1_180_0,0.15253626,0.1347824,0.12153614,0.12150272,0.18828821,0.1568179,0.12322165,1.0,
1_181_0,0.15384476,0.13534477,0.11757731,0.11394778,0.18003206,0.15383203,0.123001136,1.0,
1_182_0,0.21560256,0.2119047,0.19938785,0.21146533,0.2291355,0.19833444,0.16010466,1.0,
1_183_0,0.15964827,0.14615141,0.14849633,0.15841566,0.31153956,0.25514767,0.18387367,1.0,
1_184_0,0.16930434,0.15370928,0.1394845,0.14452367,0.17662369,0.17516968,0.1479207,1.0,
1_185_0,0.19155563,0.17976433,0.16678455,0.17258139,0.18036543,0.1656694,0.14090323,1.0,
1_186_0,0.15291761,0.13436557,0.121886775,0.11871772,0.21747191,0.15830587,0.11701789,1.0,
1_187_0,0.16256365,0.14675115,0.13462761,0.1371689,0.20534392,0.18307891,0.14325438,1.0,
1_188_0,0.16818358,0.15334187,0.14207146,0.1417241,0.20249169,0.16355844,0.13181093,1.0,
1_189_0,0.1442363,0.12659304,0.117337845,0.106089815,0.2691344,0.1790342,0.118883066,1.0,
1_190_0,0.16297983,0.14748931,0.13722199,0.14145425,0.1837002,0.17907888,0.15053071,1.0,
1_191_0,0.19018608,0.17855489,0.16386142,0.16753615,0.183988,0.17815503,0.159727,1.0,
1_192_0,0.15621947,0.13859229,0.1235883,0.118396856,0.19324835,0.14770736,0.11634057,1.0,
1_193_0,0.17380612,0.16033013,0.14738609,0.1481179,0.17493339,0.1602673,0.13672058,1.0,
1_194_0,0.15861608,0.14247796,0.12805697,0.12810473,0.19145738,0.15834428,0.12550844,1.0,
1_195_0,0.14730227,0.12869509,0.11429351,0.106636964,0.22799818,0.17367828,0.12226045,1.0,
1_196_0,0.15901667,0.14288074,0.12738428,0.12696677,0.18720445,0.15650755,0.122412965,1.0,
1_197_0,0.14946309,0.13115203,0.11393564,0.10956477,0.16908404,0.14475672,0.11466754,1.0,
1_198_0,0.15802144,0.14083773,0.12611204,0.12631933,0.16890362,0.15087506,0.12407697,1.0,
1_199_0,0.15145801,0.13286734,0.11461657,0.10974802,0.16347046,0.12908198,0.10278207,1.0,
2_0_0,0.15431254,0.13699335,0.12442233,0.12181419,0.20032294,0.1734576,0.13754615,2.0,
2_1_0,0.17193836,0.158858,0.15268424,0.14653298,0.21677658,0.18107225,0.14733341,2.0,
2_2_0,0.286387,0.27952626,0.28744298,0.28571314,0.3074152,0.21902929,0.1276854,2.0,
2_3_0,0.19765274,0.18907827,0.18358383,0.19491622,0.2102091,0.22328256,0.20638366,2.0,
2_4_0,0.14650583,0.12772244,0.11836661,0.11566688,0.22533636,0.17961468,0.1308889,2.0,
2_5_0,0.25451598,0.25432405,0.27267057,0.2810988,0.34193918,0.25150913,0.18376017,2.0,
2_6_0,0.15268464,0.13538803,0.118357114,0.11766345,0.18665047,0.16032778,0.12790227,2.0,
2_7_0,0.15359056,0.1365181,0.12311851,0.124833934,0.20001595,0.18718584,0.14348373,2.0,
2_8_0,0.19064769,0.17491405,0.16841665,0.17749485,0.18897764,0.17899373,0.13889426,2.0,
2_9_0,0.14875923,0.13086063,0.114754066,0.10994043,0.18570301,0.14398943,0.106524244,2.0,
2_10_0,0.17747295,0.17058101,0.17042261,0.19257034,0.24105579,0.2971805,0.25710618,2.0,
2_11_0,0.1605209,0.14431262,0.13063812,0.13603403,0.20198621,0.1827852,0.14673774,2.0,
2_12_0,0.14672528,0.12868312,0.115542196,0.1098751,0.21121763,0.16950572,0.12683833,2.0,
2_13_0,0.1523712,0.13523468,0.12380241,0.11758646,0.18677786,0.15511887,0.11977832,2.0,
2_14_0,0.16020077,0.14303954,0.1271573,0.12497708,0.16960226,0.1584129,0.1277603,2.0,
2_15_0,0.15002851,0.13296308,0.12144338,0.12121465,0.18998879,0.1689706,0.13112386,2.0,
2_16_0,0.15816975,0.14025229,0.12379486,0.11621302,0.20378636,0.16335453,0.118466176,2.0,
2_17_0,0.18359122,0.16874531,0.15749745,0.1580201,0.2707344,0.20421503,0.14071357,2.0,
2_18_0,0.17431433,0.1609276,0.15360768,0.16262814,0.18579148,0.1916495,0.16894582,2.0,
2_19_0,0.16816097,0.1554359,0.1452288,0.1469021,0.22783448,0.18913531,0.1440916,2.0,
2_20_0,0.17544262,0.16097562,0.15180525,0.15594444,0.18021618,0.16934595,0.14586468,2.0,
2_21_0,0.19376615,0.1818559,0.17683583,0.1848548,0.20399347,0.19375972,0.15574715,2.0,
2_22_0,0.14943765,0.13106067,0.11588352,0.11441956,0.1777534,0.1476281,0.118083775,2.0,
2_23_0,0.16864112,0.155198,0.1472794,0.15224148,0.23828287,0.2038397,0.16167445,2.0,
2_24_0,0.15371561,0.13662659,0.1252638,0.12183928,0.21357222,0.16831991,0.1356071,2.0,
2_25_0,0.18528697,0.17268376,0.15864393,0.16208088,0.1733746,0.16430554,0.14080292,2.0,
2_26_0,0.15731007,0.14027655,0.12818505,0.13374184,0.18920498,0.18522178,0.15096685,2.0,
2_27_0,0.15984724,0.14225444,0.12806647,0.12572844,0.16453634,0.13876413,0.11733833,2.0,
2_28_0,0.14701653,0.13366345,0.134954,0.14363779,0.23055598,0.2333701,0.17561932,2.0,
2_29_0,0.14484103,0.12652186,0.111761905,0.1078673,0.21452124,0.1614998,0.11724743,2.0,
2_30_0,0.15234378,0.13566118,0.122596525,0.120571494,0.20080084,0.16905199,0.1281564,2.0,
2_31_0,0.18347451,0.17421746,0.17342642,0.18848574,0.22639295,0.21369112,0.16925763,2.0,
2_32_0,0.1632435,0.14767876,0.13614511,0.13599233,0.19357216,0.16376312,0.1351198,2.0,
2_33_0,0.15992433,0.14520575,0.13439132,0.15076149,0.18545422,0.17711902,0.14635721,2.0,
2_34_0,0.1925905,0.17788139,0.17115732,0.17476444,0.22845964,0.16834418,0.11968143,2.0,
2_35_0,0.1811831,0.16794446,0.15560329,0.1592919,0.17178324,0.15867153,0.13532633,2.0,
2_36_0,0.13169454,0.10905813,0.09588505,0.11131182,0.2512164,0.14832169,0.0985248,2.0,
2_37_0,0.16198784,0.14491059,0.13528275,0.137026,0.20796637,0.16834351,0.12954149,2.0,
2_38_0,0.17221643,0.15713544,0.14732619,0.15137286,0.20197164,0.19415964,0.16132225,2.0,
2_39_0,0.16560632,0.15089853,0.14017832,0.14445233,0.18361571,0.17670152,0.15104145,2.0,
2_40_0,0.17040451,0.15509556,0.1447987,0.1469759,0.18417454,0.16493633,0.1373834,2.0,
2_41_0,0.17085928,0.15640825,0.14823334,0.14631797,0.20708708,0.18385305,0.15093134,2.0,
2_42_0,0.1795888,0.16561648,0.15322958,0.15378559,0.18057461,0.16009201,0.15111919,2.0,
2_43_0,0.16168234,0.14662097,0.13562606,0.14371505,0.21486187,0.2009568,0.16005646,2.0,
2_44_0,0.1475202,0.12714785,0.11471993,0.110821776,0.18524227,0.15871376,0.12440815,2.0,
2_45_0,0.15348333,0.13701603,0.13006933,0.13323879,0.22003938,0.1859292,0.14420767,2.0,
2_46_0,0.16159077,0.14582798,0.1337923,0.13266167,0.20966053,0.17172636,0.13457103,2.0,
2_47_0,0.1575279,0.14153916,0.13203001,0.12914683,0.2588102,0.19854556,0.1437621,2.0,
2_48_0,0.15861574,0.14239371,0.13046885,0.13172606,0.19946758,0.17936386,0.14171633,2.0,
2_49_0,0.17260176,0.15792468,0.1384418,0.14090975,0.16795583,0.14787354,0.117011994,2.0,
2_50_0,0.17271622,0.15483971,0.13125771,0.127989,0.14218588,0.12427108,0.10079945,2.0,
2_51_0,0.15065594,0.13270032,0.11602319,0.11281852,0.17237788,0.1529048,0.12171861,2.0,
2_52_0,0.18768091,0.17460524,0.1613463,0.16482238,0.17268969,0.17856777,0.15300943,2.0,
2_53_0,0.16526493,0.14914405,0.13657123,0.13491371,0.18733698,0.15558548,0.12994967,2.0,
2_54_0,0.15166762,0.13081248,0.10733217,0.101466164,0.1403073,0.116524294,0.09112621,2.0,
2_55_0,0.14466801,0.12541652,0.10784309,0.09980863,0.18379273,0.13545118,0.09939268,2.0,
2_56_0,0.15893672,0.14160995,0.12419562,0.12697847,0.15483391,0.14441794,0.12686399,2.0,
2_57_0,0.15217252,0.13451016,0.12057112,0.12033905,0.1723464,0.15146703,0.12352399,2.0,
2_58_0,0.15908968,0.14356655,0.13088821,0.1326882,0.19678521,0.17858875,0.14097214,2.0,
2_59_0,0.17212445,0.15943505,0.14758056,0.15459278,0.20716958,0.19552845,0.15648769,2.0,
2_60_0,0.17076313,0.15777174,0.15137428,0.15800808,0.2255416,0.21468422,0.16928922,2.0,
2_61_0,0.18113288,0.1703516,0.16421638,0.17227866,0.23682643,0.2141006,0.16504678,2.0,
2_62_0,0.14340666,0.12272991,0.1034386,0.095116325,0.17313287,0.13049524,0.09941681,2.0,
2_63_0,0.15707512,0.14015639,0.12843144,0.12443074,0.22703263,0.1650831,0.12745495,2.0,
2_64_0,0.17860048,0.16658406,0.15518822,0.1600315,0.18622537,0.18403418,0.14824477,2.0,
2_65_0,0.16153465,0.14731985,0.1318832,0.13049495,0.2000359,0.18118228,0.14772461,2.0,
2_66_0,0.1675319,0.15352169,0.14110827,0.14775752,0.19504148,0.19370855,0.16083364,2.0,
2_67_0,0.15489468,0.13778846,0.12096988,0.11845933,0.18504095,0.15131354,0.116555326,2.0,
2_68_0,0.15725724,0.14030473,0.12648606,0.12155383,0.22176374,0.1763288,0.12774032,2.0,
2_69_0,0.19101524,0.17737377,0.16898388,0.1741837,0.20921946,0.22426623,0.16461581,2.0,
2_70_0,0.14238493,0.12436729,0.11346345,0.11290178,0.22710639,0.18888007,0.13582134,2.0,
2_71_0,0.16957694,0.15472315,0.14022486,0.14372857,0.16885722,0.16520114,0.14171185,2.0,
2_72_0,0.17369677,0.15918382,0.15088145,0.1544197,0.21800096,0.18792076,0.14582309,2.0,
2_73_0,0.21485507,0.20816948,0.20328702,0.21254823,0.22207321,0.22887725,0.22482365,2.0,
2_74_0,0.17022488,0.15668343,0.14607403,0.15814456,0.21339492,0.20548508,0.17512985,2.0,
2_75_0,0.17180508,0.15721047,0.14096805,0.1437859,0.18232287,0.16758168,0.13643491,2.0,
2_76_0,0.14215946,0.123687424,0.109194644,0.09123576,0.13719395,0.13955483,0.10868861,2.0,
2_77_0,0.1470524,0.126986,0.10229634,0.093762115,0.12480498,0.098515496,0.07743044,2.0,
2_78_0,0.1819488,0.17002766,0.16007754,0.16268109,0.18227448,0.18069892,0.14153752,2.0,
2_79_0,0.16166282,0.14682756,0.13466085,0.13924968,0.19100542,0.17812482,0.14096276,2.0,
2_80_0,0.17053789,0.1550961,0.1391125,0.13889086,0.15366046,0.13785851,0.11654573,2.0,
2_81_0,0.16125536,0.14445646,0.13176712,0.13286914,0.18340112,0.15809926,0.12770562,2.0,
2_82_0,0.1805312,0.16863939,0.15774827,0.1628296,0.18933773,0.17285925,0.14476629,2.0,
2_83_0,0.17648229,0.16471368,0.16017008,0.16293176,0.24610831,0.19099993,0.13599044,2.0,
2_84_0,0.1387406,0.11944517,0.09976088,0.091759376,0.1688313,0.1253036,0.09512204,2.0,
2_85_0,0.16866899,0.15452996,0.14725456,0.15327242,0.22084637,0.2027207,0.16285457,2.0,
2_86_0,0.1336168,0.11562272,0.11180998,0.105565555,0.3681012,0.2732521,0.1668308,2.0,
2_87_0,0.21695067,0.21149443,0.20625377,0.2193605,0.27217278,0.22159748,0.15411498,2.0,
2_88_0,0.16510636,0.15144444,0.14113481,0.14517681,0.21862298,0.18420827,0.14097904,2.0,
2_89_0,0.18525718,0.17461447,0.17331135,0.18790503,0.24400608,0.23300499,0.1885924,2.0,
2_90_0,0.16586158,0.15055475,0.13725254,0.1404356,0.15768757,0.16092768,0.14048012,2.0,
2_91_0,0.17960104,0.16493583,0.15021533,0.15947758,0.1827935,0.17587154,0.14216119,2.0,
2_92_0,0.17590466,0.16343276,0.15399538,0.16363212,0.21194997,0.20285381,0.16831508,2.0,
2_93_0,0.1622676,0.14569615,0.12703092,0.12700862,0.15525195,0.14648876,0.12839815,2.0,
2_94_0,0.17187263,0.15693152,0.14569236,0.14565481,0.19577608,0.16207528,0.13026713,2.0,
2_95_0,0.16639389,0.15146178,0.13732001,0.1381245,0.18754977,0.17844953,0.1462474,2.0,
2_96_0,0.16728356,0.15221362,0.137353,0.13935138,0.18891141,0.18341866,0.15604214,2.0,
2_97_0,0.14359939,0.12304623,0.10427924,0.09386335,0.15656283,0.11972139,0.09343077,2.0,
2_98_0,0.1642626,0.14819688,0.13289303,0.13358022,0.16265091,0.15759842,0.13466392,2.0,
2_99_0,0.16874678,0.15382327,0.13698508,0.14008646,0.17190146,0.17076693,0.14405516,2.0,
2_100_0,0.15942103,0.14418769,0.13763401,0.1446802,0.24055229,0.2117052,0.16497901,2.0,
2_101_0,0.14780211,0.12920897,0.1126934,0.11145228,0.19097544,0.16309677,0.12393056,2.0,
2_102_0,0.14256841,0.12235193,0.10693514,0.10312,0.15790938,0.12624228,0.10049457,2.0,
2_103_0,0.15612014,0.13994391,0.1290811,0.12701787,0.19469433,0.16221985,0.13190544,2.0,
2_104_0,0.1700514,0.15571484,0.14593548,0.1490325,0.20279492,0.19150509,0.15443778,2.0,
2_105_0,0.16483328,0.14987151,0.1402777,0.14643587,0.23407817,0.21292745,0.17112088,2.0,
2_106_0,0.14533742,0.1243992,0.1039486,0.09817523,0.10318038,0.10270536,0.08503115,2.0,
2_107_0,0.24576959,0.25072032,0.24831176,0.28010547,0.3287277,0.2953876,0.18308678,2.0,
2_108_0,0.16463822,0.14803255,0.13316895,0.13083693,0.19986004,0.15665556,0.119437076,2.0,
2_109_0,0.15662168,0.1388532,0.12393651,0.11938025,0.19950034,0.15921065,0.1194194,2.0,
2_110_0,0.1742199,0.15961163,0.14472896,0.14723416,0.16766788,0.15556492,0.13455498,2.0,
2_111_0,0.15050979,0.13155875,0.116359964,0.11519824,0.18529578,0.21106435,0.13941777,2.0,
2_112_0,0.14711781,0.12840281,0.115583405,0.11377396,0.2212279,0.17027214,0.12742348,2.0,
2_113_0,0.1601902,0.14455056,0.13689171,0.14790973,0.24175847,0.21683985,0.17498204,2.0,
2_114_0,0.24445884,0.24182177,0.23572694,0.23512322,0.26317525,0.26166594,0.20792975,2.0,
2_115_0,0.17069143,0.15718006,0.14924338,0.15116128,0.21866778,0.19060245,0.15287973,2.0,
2_116_0,0.16804288,0.152678,0.13760914,0.1384824,0.18350483,0.16814166,0.137765,2.0,
2_117_0,0.16402441,0.1488605,0.13955404,0.14296678,0.22395933,0.20269448,0.15526251,2.0,
2_118_0,0.16371554,0.14736082,0.13130483,0.13441463,0.14665732,0.15177342,0.13658041,2.0,
2_119_0,0.17381196,0.16031171,0.14848384,0.15754335,0.22052392,0.19241196,0.14989993,2.0,
2_120_0,0.16365245,0.1480067,0.13125531,0.13166407,0.17745481,0.15916881,0.1309131,2.0,
2_121_0,0.15253583,0.13705727,0.11967927,0.11547804,0.1605703,0.13177684,0.1088157,2.0,
2_122_0,0.1547448,0.13677238,0.12182812,0.12148038,0.17877126,0.14582661,0.11609806,2.0,
2_123_0,0.15618679,0.13968863,0.12456493,0.12624377,0.17961235,0.16006237,0.13141242,2.0,
2_124_0,0.15465958,0.13704382,0.12302397,0.122625455,0.18503389,0.16833544,0.13679902,2.0,
