system:index,B1,B2,B3,B4,B5,B6,B7,Class,.geo
2_125_0,0.15568732,0.1399048,0.13079236,0.13717535,0.19909707,0.18257733,0.14471205,2.0,
2_126_0,0.161525,0.14603941,0.13468224,0.13954394,0.21360514,0.18898036,0.14935026,2.0,
2_127_0,0.15457126,0.13674638,0.119001284,0.11793339,0.16119476,0.1341726,0.1133039,2.0,
2_128_0,0.14297533,0.12328957,0.10482948,0.099281535,0.16347182,0.12685052,0.096610494,2.0,
2_129_0,0.16545594,0.15049057,0.14012602,0.14628164,0.19957387,0.18710104,0.15490441,2.0,
2_130_0,0.15090129,0.13248242,0.116224505,0.11457932,0.15305378,0.13885456,0.116143994,2.0,
2_131_0,0.16323605,0.14859413,0.1373275,0.13878067,0.21721193,0.1976522,0.15715852,2.0,
2_132_0,0.1635202,0.1485295,0.14028005,0.13624626,0.16645199,0.17144136,0.13902828,2.0,
2_133_0,0.15632652,0.139247,0.12595694,0.12536179,0.2031706,0.16815765,0.13121676,2.0,
2_134_0,0.16981584,0.1559477,0.14332354,0.14834076,0.17042387,0.17254716,0.14815821,2.0,
2_135_0,0.14978361,0.13121751,0.11590156,0.10810302,0.19348672,0.13110115,0.10357707,2.0,
2_136_0,0.1639384,0.14781585,0.13520978,0.13595597,0.18984461,0.16571794,0.1289654,2.0,
2_137_0,0.15388805,0.13794973,0.12502553,0.12958774,0.17719373,0.18310332,0.1451905,2.0,
2_138_0,0.15728617,0.14038612,0.12579776,0.12596197,0.18596871,0.16714856,0.132672,2.0,
2_139_0,0.15970223,0.14567155,0.13846669,0.14710046,0.26452914,0.2313482,0.17816848,2.0,
2_140_0,0.15726349,0.14026356,0.13096458,0.13041998,0.20856895,0.18489103,0.14168862,2.0,
2_141_0,0.15794377,0.14129935,0.1314916,0.137924,0.20972876,0.19830719,0.1623587,2.0,
2_142_0,0.12849678,0.106387526,0.09099115,0.07659119,0.28329027,0.13183445,0.076676205,2.0,
2_143_0,0.15763293,0.14043361,0.12684247,0.12565127,0.19486645,0.16416442,0.12949935,2.0,
2_144_0,0.17384912,0.16053273,0.15427455,0.16833593,0.23428164,0.23674467,0.1971288,2.0,
2_145_0,0.1812262,0.17334792,0.1523729,0.15418038,0.19795571,0.15357113,0.108957954,2.0,
2_146_0,0.18104464,0.16805817,0.1652827,0.18461613,0.22924128,0.2534354,0.22557665,2.0,
2_147_0,0.14596367,0.12730867,0.113179505,0.10639518,0.20035952,0.14910069,0.107561655,2.0,
2_148_0,0.16389571,0.14882587,0.13929202,0.13940781,0.21047452,0.19110149,0.15049124,2.0,
2_149_0,0.1549216,0.13803498,0.12589231,0.12593175,0.23240241,0.18499373,0.13922668,2.0,
2_150_0,0.16663145,0.15180136,0.1394459,0.14894155,0.19685769,0.1930267,0.16156523,2.0,
2_151_0,0.15087427,0.13214251,0.11394104,0.10748577,0.16146089,0.12850769,0.10232035,2.0,
2_152_0,0.16808441,0.15381503,0.13583866,0.13699093,0.15549041,0.14043632,0.12088059,2.0,
2_153_0,0.15790026,0.1407464,0.12650174,0.123854935,0.18605484,0.15169497,0.12064557,2.0,
2_154_0,0.16044822,0.14372762,0.13321976,0.13403043,0.19457214,0.16782747,0.1356765,2.0,
2_155_0,0.17792003,0.16378449,0.15477559,0.16060145,0.24927351,0.20646688,0.15710442,2.0,
2_156_0,0.159033,0.14267252,0.12832369,0.12561682,0.18226664,0.16130297,0.13332161,2.0,
2_157_0,0.14359653,0.12288915,0.10899117,0.10304159,0.20480773,0.1427233,0.10279178,2.0,
2_158_0,0.1617227,0.14622562,0.1320838,0.13305731,0.20279606,0.1841836,0.14140363,2.0,
2_159_0,0.16104111,0.14495143,0.13187912,0.13486776,0.18533137,0.1514628,0.1233991,2.0,
2_160_0,0.16299222,0.14742485,0.13964072,0.14701606,0.21352595,0.20830056,0.16832411,2.0,
2_161_0,0.15793042,0.14011757,0.12216039,0.11846524,0.18049955,0.14158845,0.1100179,2.0,
2_162_0,0.15384246,0.13652387,0.124638036,0.12372691,0.23515384,0.17780325,0.12703301,2.0,
2_163_0,0.17280087,0.1603625,0.15659796,0.16898373,0.24486068,0.2305672,0.18257572,2.0,
2_164_0,0.16113102,0.14736642,0.12357553,0.12387665,0.1934209,0.15523314,0.11749765,2.0,
2_165_0,0.15989228,0.14456789,0.13353911,0.13673347,0.20736519,0.18784483,0.150729,2.0,
2_166_0,0.17341582,0.16149907,0.15404165,0.16339546,0.19646198,0.20204379,0.1789195,2.0,
2_167_0,0.17053604,0.15433815,0.14075552,0.14494683,0.1972093,0.17762282,0.14578742,2.0,
2_168_0,0.24495794,0.24183246,0.23568983,0.2546,0.30378675,0.2706068,0.20042798,2.0,
2_169_0,0.15698437,0.14057541,0.12767185,0.12986805,0.20672072,0.17545591,0.13589194,2.0,
2_170_0,0.15371001,0.13622995,0.12477808,0.12378908,0.18192965,0.15801707,0.12860946,2.0,
2_171_0,0.17921367,0.16587527,0.1581791,0.15737593,0.22036418,0.17648585,0.13879596,2.0,
2_172_0,0.15752481,0.14082642,0.13105653,0.1303128,0.19113623,0.16133474,0.12993865,2.0,
2_173_0,0.17642401,0.16338587,0.15057003,0.15462111,0.18380058,0.16070572,0.12762344,2.0,
2_174_0,0.16800803,0.15343873,0.13877271,0.14158127,0.17576808,0.16202259,0.13624524,2.0,
2_175_0,0.15899765,0.14240403,0.12916218,0.13008524,0.17084062,0.15350056,0.12947886,2.0,
2_176_0,0.12812237,0.10533524,0.08791258,0.07207793,0.20944513,0.12205934,0.07725314,2.0,
2_177_0,0.21960536,0.21384057,0.207605,0.223575,0.24954973,0.21953374,0.16477166,2.0,
2_178_0,0.15215968,0.13458653,0.1243621,0.12300628,0.22600992,0.17976001,0.13348125,2.0,
2_179_0,0.1494482,0.13010918,0.113643184,0.110832594,0.16309579,0.14673515,0.118177354,2.0,
2_180_0,0.15217176,0.13383909,0.12047726,0.11601546,0.20247218,0.16221146,0.12537669,2.0,
2_181_0,0.14796706,0.12854622,0.111804485,0.108945005,0.17312542,0.15007143,0.115302786,2.0,
2_182_0,0.17516044,0.16357389,0.15838179,0.1693977,0.2554583,0.24547705,0.18972424,2.0,
2_183_0,0.14442706,0.12610835,0.116012454,0.10782198,0.19705954,0.15335025,0.11984521,2.0,
2_184_0,0.15118259,0.13316971,0.11680846,0.1143858,0.19492826,0.15421824,0.11482538,2.0,
2_185_0,0.15459567,0.1397003,0.13053787,0.13710713,0.21403381,0.20436223,0.1593366,2.0,
2_186_0,0.1659331,0.15134157,0.1426546,0.14951827,0.19789481,0.20122528,0.17069204,2.0,
2_187_0,0.15909022,0.14316082,0.13521889,0.1483461,0.26345336,0.23675549,0.17893074,2.0,
2_188_0,0.15956742,0.14550912,0.13157,0.13549137,0.18526661,0.16243102,0.12959458,2.0,
2_189_0,0.16222976,0.14709494,0.13856937,0.14231056,0.21446654,0.19056906,0.15010263,2.0,
2_190_0,0.16218412,0.14728014,0.13622016,0.13578075,0.16807817,0.1637268,0.13874018,2.0,
2_191_0,0.16135778,0.14627352,0.13236219,0.13415991,0.18025935,0.1654884,0.13482836,2.0,
2_192_0,0.17514549,0.16282219,0.15738523,0.16533974,0.2527637,0.23051056,0.18745086,2.0,
2_193_0,0.14673062,0.12796924,0.11164483,0.10706482,0.18758792,0.13191384,0.102478996,2.0,
2_194_0,0.14221837,0.123052746,0.109443195,0.10531704,0.20942394,0.15923499,0.116798006,2.0,
2_195_0,0.16392642,0.1488235,0.13528411,0.13927616,0.17536664,0.16612627,0.14383963,2.0,
2_196_0,0.15617546,0.14027934,0.12856333,0.12999788,0.19193605,0.16225249,0.13020447,2.0,
2_197_0,0.1630119,0.14649017,0.12937903,0.12898985,0.14988615,0.14460039,0.12474857,2.0,
2_198_0,0.17335781,0.1596375,0.1510822,0.15737705,0.21776184,0.196187,0.1421831,2.0,
2_199_0,0.16169766,0.1449965,0.12823883,0.12623297,0.18666144,0.16370426,0.1263292,2.0,
3_0_0,0.17769429,0.16346115,0.15101898,0.15376806,0.21338147,0.19366705,0.15505913,3.0,
3_1_0,0.18983337,0.17947166,0.17110302,0.17380969,0.24119891,0.20121081,0.14919908,3.0,
3_2_0,0.14498644,0.12590992,0.11447252,0.10723162,0.25706017,0.18294993,0.13166966,3.0,
3_3_0,0.15310197,0.13786076,0.1277724,0.13359995,0.27929702,0.26711056,0.17913225,3.0,
3_4_0,0.1722697,0.15915678,0.14776216,0.14750741,0.20688877,0.18610385,0.15366751,3.0,
3_5_0,0.17767307,0.16474251,0.15315284,0.15625703,0.22637615,0.20196015,0.16093488,3.0,
3_6_0,0.17500378,0.15984868,0.15242654,0.15115081,0.23981732,0.21011943,0.16496168,3.0,
3_7_0,0.15207958,0.13373879,0.118728876,0.1109421,0.21123418,0.1484217,0.11174663,3.0,
3_8_0,0.16825333,0.15310794,0.13704462,0.14025325,0.18598932,0.1716478,0.14012152,3.0,
3_9_0,0.1598283,0.14438593,0.13369441,0.13431346,0.234948,0.18671633,0.1446329,3.0,
3_10_0,0.17828585,0.1625857,0.14899659,0.14871122,0.22728795,0.18736316,0.14593293,3.0,
3_11_0,0.18254793,0.17044422,0.1581668,0.16078396,0.187828,0.18325882,0.15875956,3.0,
3_12_0,0.16684529,0.15258135,0.14542863,0.1427245,0.28101608,0.19888093,0.14327092,3.0,
3_13_0,0.16834962,0.15565442,0.1495459,0.15374056,0.23666695,0.20610714,0.16241053,3.0,
3_14_0,0.15571554,0.13955426,0.1300105,0.12602012,0.23076113,0.18977128,0.13859273,3.0,
3_15_0,0.1617434,0.14824873,0.13647252,0.14080268,0.21163696,0.1571011,0.13025115,3.0,
3_16_0,0.16849215,0.15365297,0.14208078,0.14677817,0.21791238,0.1989207,0.15471186,3.0,
3_17_0,0.21895935,0.21329036,0.20011647,0.2107336,0.23372747,0.19183119,0.1520497,3.0,
3_18_0,0.15567048,0.13840401,0.122942485,0.12200252,0.2027186,0.16890377,0.13170306,3.0,
3_19_0,0.16197293,0.14367446,0.13002004,0.12730491,0.2107536,0.16902126,0.1329384,3.0,
3_20_0,0.15436359,0.1373618,0.12200497,0.118648954,0.26711148,0.2185015,0.14223991,3.0,
3_21_0,0.17623344,0.1642254,0.15244469,0.15254486,0.24330354,0.21966694,0.1670813,3.0,
3_22_0,0.15475346,0.13569236,0.11971679,0.11305316,0.21473499,0.16211925,0.12247762,3.0,
3_23_0,0.15270156,0.13447787,0.121532515,0.11844911,0.23063602,0.18768157,0.13571171,3.0,
3_24_0,0.15775134,0.14124097,0.12645496,0.122033134,0.22433409,0.16605237,0.121828504,3.0,
3_25_0,0.18286225,0.16357209,0.14736713,0.1463099,0.17422159,0.16433643,0.13960464,3.0,
3_26_0,0.2314507,0.22869441,0.22690538,0.24443696,0.26788977,0.26345256,0.23764865,3.0,
3_27_0,0.1730167,0.15777089,0.14315896,0.14302766,0.23888277,0.20485312,0.15259658,3.0,
3_28_0,0.159381,0.14497793,0.13485466,0.13971733,0.23617306,0.20870458,0.15639377,3.0,
3_29_0,0.15201913,0.13464418,0.12158163,0.117718175,0.21378873,0.17456838,0.12822132,3.0,
3_30_0,0.15743476,0.14104249,0.12864856,0.12671547,0.23534663,0.20193295,0.1462796,3.0,
3_31_0,0.15971352,0.14329162,0.1296485,0.129671,0.21761324,0.20453525,0.1584725,3.0,
3_32_0,0.16796489,0.15023409,0.1381118,0.13415624,0.22190629,0.18318468,0.14262283,3.0,
3_33_0,0.1959804,0.18317035,0.17427862,0.17577901,0.21519968,0.2038177,0.17688037,3.0,
3_34_0,0.16165197,0.14633717,0.13560572,0.13173276,0.25856072,0.20395777,0.14816217,3.0,
3_35_0,0.1701139,0.15576157,0.14569376,0.15180263,0.21265519,0.19226292,0.16292872,3.0,
3_36_0,0.18506265,0.17417963,0.16578463,0.15886992,0.260814,0.20974776,0.15687063,3.0,
3_37_0,0.15564519,0.13878077,0.12528859,0.122030966,0.2176876,0.17849013,0.13805552,3.0,
3_38_0,0.15781862,0.13995898,0.12685592,0.11517126,0.257699,0.1684682,0.12030849,3.0,
3_39_0,0.17012027,0.15735629,0.14654906,0.15422142,0.22270417,0.20986849,0.16879845,3.0,
3_40_0,0.16935964,0.15650041,0.1471062,0.14859474,0.24472365,0.20685174,0.1595705,3.0,
3_41_0,0.16357616,0.14878872,0.13912107,0.14002617,0.24573459,0.20929815,0.15656479,3.0,
3_42_0,0.19538946,0.18498941,0.17865942,0.18377966,0.21992934,0.20822446,0.17662044,3.0,
3_43_0,0.16267014,0.14818683,0.13728446,0.13690381,0.23263237,0.20638424,0.16421165,3.0,
3_44_0,0.17665106,0.16516557,0.15720809,0.16559662,0.24504066,0.23376125,0.18295625,3.0,
3_45_0,0.16463996,0.148992,0.13372387,0.13279052,0.17888688,0.1597895,0.13201956,3.0,
3_46_0,0.13992184,0.12233646,0.1209477,0.10136026,0.4255946,0.26492018,0.14167975,3.0,
3_47_0,0.18325534,0.17094423,0.15517606,0.15658279,0.19234842,0.1630335,0.12973297,3.0,
3_48_0,0.15249649,0.13564415,0.12733132,0.11359091,0.31346568,0.20092331,0.12827034,3.0,
3_49_0,0.16714367,0.15352544,0.14541101,0.15104833,0.22551468,0.19036655,0.15004817,3.0,
3_50_0,0.24493869,0.24670883,0.24900591,0.26762885,0.32113966,0.35417962,0.31795627,3.0,
3_51_0,0.16095772,0.14253485,0.1305307,0.12694919,0.22445418,0.17073354,0.12795107,3.0,
3_52_0,0.16294554,0.14789128,0.13675731,0.13416977,0.2264808,0.1890188,0.14237195,3.0,
3_53_0,0.14991142,0.13454367,0.1259461,0.1296679,0.24748002,0.24054126,0.17175066,3.0,
3_54_0,0.17081763,0.15614448,0.14565684,0.14504808,0.25486583,0.21287394,0.1587967,3.0,
3_55_0,0.16410743,0.1473588,0.13835427,0.13300607,0.24928357,0.18541026,0.14561123,3.0,
3_56_0,0.1422231,0.12268319,0.10511648,0.097792074,0.21668828,0.16066226,0.11070005,3.0,
3_57_0,0.16615254,0.15243213,0.14620976,0.15239435,0.22528002,0.19770658,0.15964614,3.0,
3_58_0,0.15838827,0.13915487,0.12311492,0.11730175,0.2226253,0.16726619,0.12513156,3.0,
3_59_0,0.16312334,0.14873333,0.14513457,0.15866502,0.23795949,0.18334156,0.14995523,3.0,
3_60_0,0.17621897,0.1633653,0.14897327,0.1536077,0.20458,0.1908713,0.15256055,3.0,
3_61_0,0.1696556,0.15619247,0.14791851,0.14917368,0.23395222,0.20518747,0.16374339,3.0,
3_62_0,0.16891241,0.15532644,0.14840166,0.15089245,0.21967636,0.18284835,0.14817923,3.0,
3_63_0,0.1813969,0.16978733,0.15683977,0.15876132,0.19896513,0.18071778,0.15167049,3.0,
3_64_0,0.20689996,0.20262046,0.18992753,0.20596465,0.2471198,0.21903387,0.16274367,3.0,
3_65_0,0.16447397,0.14925407,0.13293146,0.13313214,0.19472142,0.158596,0.1282957,3.0,
3_66_0,0.1605953,0.14474367,0.13068034,0.13322705,0.23957415,0.19639961,0.14696488,3.0,
3_67_0,0.16191037,0.14653608,0.13759503,0.14026064,0.2224817,0.18626049,0.14956397,3.0,
3_68_0,0.15337944,0.13538794,0.123525105,0.11853363,0.24295196,0.18355027,0.13945875,3.0,
3_69_0,0.16091573,0.1465796,0.13142443,0.13940743,0.2161949,0.18841182,0.14319794,3.0,
3_70_0,0.14523229,0.12995985,0.12909052,0.13201042,0.35134837,0.30105516,0.20651956,3.0,
3_71_0,0.17402872,0.16024412,0.14995474,0.14991026,0.2560833,0.21473458,0.16707933,3.0,
3_72_0,0.17088437,0.15655456,0.14967687,0.15147737,0.25281107,0.22043198,0.17436108,3.0,
3_73_0,0.1704512,0.156406,0.14890869,0.1501333,0.24655546,0.21431428,0.16578187,3.0,
3_74_0,0.18053834,0.16830511,0.15325895,0.15050608,0.22415102,0.17959026,0.14069898,3.0,
3_75_0,0.1609374,0.14481905,0.12981671,0.124492265,0.21908295,0.16814792,0.12982388,3.0,
3_76_0,0.1765163,0.16203092,0.15113628,0.15234427,0.21110782,0.1945465,0.1619223,3.0,
3_77_0,0.1545146,0.13704538,0.12284049,0.117640965,0.22190727,0.17829838,0.13790554,3.0,
3_78_0,0.15135457,0.13341227,0.119362354,0.112372026,0.25065115,0.16277702,0.11531207,3.0,
3_79_0,0.16754772,0.15400797,0.1459277,0.15069687,0.2422376,0.22035618,0.17349382,3.0,
3_80_0,0.15819031,0.1403438,0.1229,0.11473593,0.23917563,0.16299966,0.11817892,3.0,
3_81_0,0.16736838,0.1509278,0.14257537,0.14132664,0.23821087,0.18794046,0.1438045,3.0,
3_82_0,0.15608355,0.13966203,0.12639166,0.12458922,0.24908194,0.19151916,0.13523126,3.0,
3_83_0,0.20581362,0.20022488,0.19793196,0.21882287,0.25305584,0.26464292,0.23691227,3.0,
3_84_0,0.14187248,0.122413784,0.11241312,0.0942558,0.33953267,0.19187167,0.11363498,3.0,
3_85_0,0.15939705,0.14279301,0.13268149,0.13712743,0.24589829,0.19498739,0.14920388,3.0,
3_86_0,0.1721303,0.15667896,0.13904168,0.13943018,0.16127795,0.1553047,0.13290714,3.0,
3_87_0,0.15884794,0.1438291,0.13764544,0.13210621,0.2525519,0.1838422,0.1359091,3.0,
3_88_0,0.16435534,0.15112717,0.14383836,0.14734136,0.23767148,0.21464881,0.16855165,3.0,
3_89_0,0.170036,0.15401085,0.13640225,0.1332071,0.2008639,0.17713067,0.14296046,3.0,
3_90_0,0.17011555,0.15680684,0.14851192,0.15714413,0.23311047,0.22403017,0.17295834,3.0,
3_91_0,0.16223986,0.14458297,0.13413371,0.124217525,0.23887812,0.17273462,0.13498533,3.0,
3_92_0,0.15690678,0.13845119,0.124565,0.117593385,0.22582473,0.16798097,0.12580766,3.0,
3_93_0,0.16223986,0.14458297,0.13413371,0.124217525,0.23887812,0.17273462,0.13498533,3.0,
3_94_0,0.15894039,0.14389783,0.13430896,0.1324078,0.23999363,0.18612613,0.13803864,3.0,
3_95_0,0.1690079,0.15022074,0.13533618,0.12717763,0.268429,0.22665992,0.19087726,3.0,
3_96_0,0.1555937,0.13798243,0.12179419,0.11785085,0.22170454,0.1732041,0.12686014,3.0,
3_97_0,0.16098852,0.14397922,0.12777992,0.12303449,0.23212883,0.1798738,0.13622847,3.0,
3_98_0,0.15803164,0.14073302,0.12778857,0.12344244,0.23267852,0.16921784,0.124613196,3.0,
3_99_0,0.16265264,0.14794904,0.13815883,0.13826059,0.27747625,0.22755368,0.15294643,3.0,
3_100_0,0.16992362,0.15425017,0.14184673,0.13903038,0.21905982,0.17967185,0.14688271,3.0,
3_101_0,0.15101601,0.13313337,0.12054643,0.11655871,0.26071873,0.19988063,0.13863088,3.0,
3_102_0,0.16032498,0.14568533,0.13922198,0.14220868,0.26772973,0.21092674,0.15755542,3.0,
3_103_0,0.14749849,0.12756926,0.10881674,0.09916605,0.20588593,0.13522154,0.098790444,3.0,
3_104_0,0.16869764,0.15346013,0.14177278,0.14099717,0.22421567,0.17814079,0.13775198,3.0,
3_105_0,0.15814741,0.14029479,0.1185074,0.11564777,0.14572777,0.11940466,0.10003555,3.0,
3_106_0,0.15560962,0.13964291,0.12596636,0.12444499,0.23173822,0.18469293,0.13461685,3.0,
3_107_0,0.15612797,0.13891986,0.12645358,0.11819487,0.22823298,0.15832873,0.11831452,3.0,
3_108_0,0.1582133,0.141489,0.13036741,0.12955567,0.22404973,0.1880332,0.14405498,3.0,
3_109_0,0.1896299,0.17777014,0.16737482,0.1678216,0.21823464,0.23018634,0.20167987,3.0,
3_110_0,0.15545237,0.13808464,0.12714967,0.12875164,0.22626868,0.17201078,0.13314201,3.0,
3_111_0,0.17774476,0.16540894,0.15877287,0.15011784,0.25968823,0.19684413,0.14854418,3.0,
3_112_0,0.16376302,0.14713408,0.13677767,0.13542113,0.22445032,0.1962895,0.15681303,3.0,
3_113_0,0.16506737,0.15128109,0.13805856,0.13418679,0.24420992,0.20439819,0.15122022,3.0,
3_114_0,0.16361691,0.14781111,0.1360559,0.131624,0.22778808,0.1776577,0.13572878,3.0,
3_115_0,0.16836971,0.1535545,0.14093435,0.1438182,0.2334275,0.19900922,0.15040565,3.0,
3_116_0,0.19987534,0.19104102,0.18120615,0.18836871,0.24996728,0.21396534,0.16469446,3.0,
3_117_0,0.18729436,0.178103,0.17195195,0.18008697,0.26883096,0.23904304,0.18169612,3.0,
3_118_0,0.16114573,0.14436127,0.13331313,0.13308099,0.22493684,0.18834603,0.14241119,3.0,
3_119_0,0.1572582,0.14020722,0.12474706,0.12155621,0.21865405,0.18375044,0.13436049,3.0,
3_120_0,0.15742852,0.13849121,0.12205458,0.115169406,0.182401,0.14832692,0.11838765,3.0,
3_121_0,0.16136837,0.14652996,0.13370076,0.13601576,0.2172592,0.20672357,0.1651917,3.0,
3_122_0,0.15659244,0.13943617,0.12566707,0.117847644,0.2569903,0.1882808,0.12537985,3.0,
3_123_0,0.17176673,0.15509161,0.13110884,0.12942207,0.14426735,0.13684002,0.11631453,3.0,
3_124_0,0.20265314,0.19708933,0.18754984,0.199594,0.22785355,0.21066593,0.18642297,3.0,
3_125_0,0.15943982,0.14375582,0.13151586,0.13136046,0.21259785,0.1890673,0.1500218,3.0,
3_126_0,0.17217654,0.15708376,0.14602354,0.14744507,0.21873178,0.20206589,0.1639235,3.0,
3_127_0,0.1724318,0.15776534,0.15162195,0.16010761,0.24950835,0.21451223,0.16731133,3.0,
3_128_0,0.17444356,0.15852526,0.14299802,0.14090583,0.21451713,0.18046853,0.14263035,3.0,
3_129_0,0.16093516,0.14583406,0.13410497,0.1331635,0.23259519,0.19223785,0.14885302,3.0,
3_130_0,0.15121697,0.132073,0.117010504,0.11141738,0.22828789,0.17690517,0.12816109,3.0,
3_131_0,0.16338652,0.1490271,0.1363995,0.13757373,0.22136894,0.20266333,0.16141826,3.0,
3_132_0,0.16344371,0.14781275,0.13693942,0.13808885,0.22207691,0.19547512,0.14807168,3.0,
3_133_0,0.16387758,0.14521848,0.13276494,0.12956169,0.23786122,0.1818916,0.13657144,3.0,
3_134_0,0.16941296,0.15494537,0.14556505,0.1434456,0.22168562,0.18460254,0.14929207,3.0,
3_135_0,0.16045137,0.14559758,0.1356165,0.13576035,0.23232894,0.1982927,0.1577763,3.0,
3_136_0,0.16074651,0.1455261,0.13148122,0.1287504,0.2685482,0.18448816,0.125919,3.0,
3_137_0,0.1579937,0.14051795,0.12676466,0.12365071,0.22887757,0.18323597,0.13613893,3.0,
3_138_0,0.16192941,0.14668436,0.1356146,0.13517739,0.21100926,0.18683544,0.14993627,3.0,
3_139_0,0.19979703,0.19173646,0.19228062,0.19850552,0.2891041,0.26563442,0.21817358,3.0,
3_140_0,0.177579,0.16329253,0.15038024,0.1505022,0.22158954,0.18908937,0.1511007,3.0,
3_141_0,0.16169693,0.1453266,0.12636271,0.12410125,0.1723588,0.14371839,0.115112685,3.0,
3_142_0,0.16064401,0.14607918,0.13570444,0.13622259,0.24483916,0.19512767,0.14964165,3.0,
3_143_0,0.15546167,0.13811928,0.119780436,0.11574449,0.19202411,0.15306105,0.1215505,3.0,
3_144_0,0.1629611,0.14643437,0.13465989,0.13703102,0.22180742,0.18713623,0.1467457,3.0,
3_145_0,0.15501973,0.13728362,0.12557058,0.12251261,0.22447628,0.18158028,0.135657,3.0,
3_146_0,0.16160963,0.14461793,0.12989518,0.12728421,0.2313506,0.1903043,0.13841656,3.0,
3_147_0,0.18963967,0.17883801,0.1687913,0.1736189,0.20249748,0.19240318,0.15902372,3.0,
3_148_0,0.20285003,0.190687,0.17828774,0.18409204,0.27037957,0.24475561,0.18515266,3.0,
3_149_0,0.16513619,0.14924097,0.13414831,0.13571541,0.18228745,0.1743451,0.14640789,3.0,
3_150_0,0.16427392,0.14914066,0.14172311,0.13769066,0.2826577,0.19773301,0.14146791,3.0,
3_151_0,0.1756129,0.15953135,0.1464711,0.14865118,0.19994104,0.17964303,0.15198539,3.0,
3_152_0,0.14897253,0.13027628,0.1167741,0.11601665,0.21472186,0.1576118,0.11689596,3.0,
3_153_0,0.17186388,0.15612856,0.14400825,0.14833672,0.21388312,0.1863721,0.1461907,3.0,
3_154_0,0.16993813,0.15784243,0.15408131,0.16258405,0.24991064,0.22225547,0.17773136,3.0,
3_155_0,0.18629606,0.1749557,0.16110162,0.16770445,0.18593767,0.1650223,0.14182751,3.0,
3_156_0,0.21094942,0.19059384,0.18593451,0.18725528,0.2044165,0.16779833,0.13264424,3.0,
3_157_0,0.17363524,0.16109087,0.1549128,0.1601947,0.24757613,0.22753155,0.17851004,3.0,
3_158_0,0.1662033,0.15149856,0.13770935,0.13839173,0.22870496,0.19788036,0.1549252,3.0,
3_159_0,0.17629807,0.1641652,0.15779,0.15898721,0.2502818,0.20131667,0.15085392,3.0,
3_160_0,0.17065552,0.15591525,0.14035802,0.13779804,0.18974811,0.16887766,0.14110218,3.0,
3_161_0,0.18457127,0.17082286,0.15803452,0.16076367,0.23824032,0.20239776,0.15324341,3.0,
3_162_0,0.18843913,0.17633562,0.1576706,0.15992554,0.1780157,0.1791306,0.15332405,3.0,
3_163_0,0.16223279,0.14640744,0.13302283,0.13389066,0.228841,0.18051957,0.1371192,3.0,
3_164_0,0.16881356,0.15372594,0.14333808,0.14515588,0.18844421,0.16837172,0.14016747,3.0,
3_165_0,0.16726263,0.15359087,0.1436936,0.13881864,0.22347614,0.17916228,0.13739507,3.0,
3_166_0,0.15886661,0.14379959,0.13139774,0.13524605,0.2219566,0.20107245,0.15753172,3.0,
3_167_0,0.16988362,0.156024,0.15336597,0.1626697,0.27552825,0.23660596,0.18144491,3.0,
3_168_0,0.15804578,0.14106035,0.12678753,0.12477801,0.23471525,0.1615006,0.12272852,3.0,
3_169_0,0.16693133,0.1505907,0.13860126,0.13748428,0.23366879,0.19777706,0.15365085,3.0,
3_170_0,0.1576742,0.14164366,0.12849176,0.12613735,0.22562112,0.18024643,0.13732599,3.0,
3_171_0,0.16661002,0.1504957,0.13879775,0.13766092,0.23788176,0.1889963,0.14325376,3.0,
3_172_0,0.17948624,0.16670251,0.14826469,0.15059765,0.21008585,0.18251319,0.14015764,3.0,
3_173_0,0.1499655,0.1319489,0.11901316,0.10783739,0.25661665,0.17489088,0.11452599,3.0,
3_174_0,0.19181214,0.18210681,0.17966837,0.18501411,0.2744791,0.21993648,0.1460144,3.0,
3_175_0,0.18456757,0.17387278,0.16333376,0.17155126,0.21234664,0.1861516,0.14280647,3.0,
3_176_0,0.16409941,0.14940712,0.13699152,0.14045948,0.1970518,0.17283282,0.13864571,3.0,
3_177_0,0.1651324,0.15033726,0.13990715,0.14294353,0.22696917,0.19520484,0.15912718,3.0,
3_178_0,0.15452635,0.13715771,0.124857925,0.11794664,0.24999501,0.17753392,0.12513168,3.0,
3_179_0,0.18077017,0.16799524,0.15766673,0.16576156,0.20229182,0.2070615,0.18812089,3.0,
3_180_0,0.16498981,0.1473805,0.12616114,0.12002042,0.13381992,0.12595356,0.11136751,3.0,
3_181_0,0.16120991,0.14535141,0.13523877,0.13004509,0.20779747,0.17004466,0.13152568,3.0,
3_182_0,0.18872398,0.17895524,0.17210285,0.18704978,0.26868948,0.26304764,0.21875541,3.0,
3_183_0,0.15943015,0.14322224,0.13047478,0.13018854,0.21706882,0.18761897,0.14230873,3.0,
3_184_0,0.16582382,0.15099269,0.14170252,0.13620381,0.23189284,0.1890807,0.14060763,3.0,
3_185_0,0.15717646,0.1414678,0.1304875,0.12700379,0.21148226,0.16591915,0.12815256,3.0,
3_186_0,0.16601004,0.15213715,0.14376616,0.14645703,0.2392639,0.20281975,0.15756558,3.0,
3_187_0,0.17187363,0.1605543,0.14794648,0.15119709,0.2489395,0.19039707,0.14116271,3.0,
3_188_0,0.15654458,0.1399862,0.12627153,0.12364634,0.21191916,0.16675486,0.1326117,3.0,
